Medallion,Number_of_Rides,Total
54323A8C12BA639E9C5CA3470D4CB43C,12955,208468.0
9E7D158C4874B8405F799C69FE72772E,13602,208464.0
AFE85A9213615F8784FE75A5C0C09B0C,12526,208449.0
B274AF14E10A765461062F3D07047199,14444,208434.0
37FBBEFC47751F81BAE4BA8394FE45A8,13092,208427.0
848945E7BCAE5BA2BA1E92A1C82193E8,15250,208420.0
9B5341A0172EB269B33C6657BD6CC525,14364,208420.0
0C318B1F4A138D7F3976D09DAEF45929,14526,208420.0
2F916CFD5E51E9A620F3D4F9D65D2A7B,14885,208420.0
E0823C1A42818C959E00B24F99DD912C,13376,208420.0
555641B446951FC3E63847E16584CD88,11393,208404.0
2232CBF0D14837AA664CACAC76FC25D6,15148,208399.0
010CFFF37C390AB7DB196B83DB225BB8,14091,208396.0
3852A1BDE367F100D6C3F5382B47792E,12094,208389.0
583614E9F36C7C2C2055F9E6A67288D8,14848,208375.0
17110B5A61590CE0F9127666E1968964,14721,208375.0
9E3F9E238B1E2D2C5132E4C9E0EF8540,12816,208373.0
4FAAE0975B9257F21825711927628987,13313,208371.0
34C9A473B7FBEBBB30AA3F20742B666B,14246,208367.0
BC38F5572EA7D45487D763B099D8512D,14510,208363.0
EDF35B5FB308D9CDA6B1DE773EB236DA,14153,208362.0
BAB130720588AB2391875617FAEA9171,13015,208352.0
439BCFCDB9B8802FEA0AE2151AA28E0A,12774,208344.0
C52599BD26E3CEBF9A9B9C12D0863B8D,14977,208343.0
CA40ECBBDE936E87FCB99B52B6997A3E,12295,208331.0
4D537A6203535DC996A76CB5BD41847C,14236,208328.0
38C929BB62D52AA8E99CA695D74F690A,14117,208328.0
88DCA3F4532266D1095F4C7612CAEDDB,13751,208313.0
1F942D46F0D869A49B6B0E791ED28391,10704,208305.0
8A464B9101CBC47DC51AD6A74408E0AB,12793,208305.0
B3AD46AF4C483CE7DAE114C95BF68621,14808,208301.0
19228ACD05C3D25FE3EEDEE0AE9F3110,14615,208286.0
C51941935A8CA98C77FC855A195EC341,15485,208271.0
3A70657B346085F18123C0081817DC21,14897,208267.0
DFDC1732ED3D7B5407097481E80E8EFA,14531,208266.0
2236842A05A21454CC92A6BCCA9CEBB3,14045,208255.0
160801778A042001E99C5C008F02A324,14733,208244.0
F3B0E04AF07F5667AD64771DA60BD2FD,13934,208244.0
90D244D17A03926D69448F687C1424A2,14538,208239.0
6F7089862163CB444731095F59BB15B9,15492,208218.0
17EE34641290FB7DDEE0EE2D455CF2AA,15116,208209.0
EA47731405F87332624A84C2D6698DE8,12512,208206.0
0372255E65EAA562423EC5C980FC3257,12978,208204.0
B7BF0027E50313C9A80492B9D9E87B87,13823,208196.0
D3C1E964713D1639170B80D9E7024FE6,15448,208165.0
D886C7DC412D236CF1797D4B5BC90DDB,13782,208165.0
92F9F5E6311C327282F32A6986E437A4,14139,208152.0
9301DB0487CE4D8E54E05FF463FC8EA6,14398,208149.0
4ED353630A1A06576503432D745BFCF4,14191,208126.0
CE3F6B23F03D28873BB05BEDEADAA068,12765,208119.0
10424FC90DD26691D5D55CC6170EE712,14365,208118.0
9DCBD348485EAE94C1478D7D3233D9C4,12945,208109.0
EAB4496C73EED0F25FF2AD0FA13326F4,12437,208109.0
ED5427515DDEB7FE4990373B1DF5786F,14915,208104.0
27A86FECF0CDB4979155856A470D8DF6,12368,208103.0
7344B546AF944B992AC719059E8F4DF6,10148,208099.0
1948C5FBB3E9E807D27074F528465F90,15144,208096.0
A5D941D4834813EF4C394713A613A93E,8868,208091.0
9CE2C52C202C4E91B402FB3E55C5D26D,14341,208086.0
EC9E77C3DE9E5F07E62EF469AC7D5F8F,11419,208081.0
BAAA5905307E844BA2FC1DDBBF66549E,14968,208080.0
FE76457303AC98FA45C0A8E6AA66352C,14104,208073.0
EB1F330B7C2458E08E162894AC65A587,15864,208066.0
FEF2481F104C62EC626281C36A87E583,12642,208061.0
3CDFF69C839A69037F7DE4BEFC4BCA87,11002,208058.0
4EC66A306E69E2A9514E8A7F177E2F7C,10545,208044.0
60AEF449DC9ACACC2F54FBE8A2FD7778,14437,208034.0
C82D56F5F3B1B8211274954565399C7E,15343,208029.0
FF79F2A4167DE505376CDB390D31C83E,12998,208025.0
62D06C8E59DBE9165959E4F2AA581B01,12094,208025.0
40C878E99D5F5819E3622F860D525AF7,14149,208021.0
15587C2ED78F1890C0D41B5A01A69E2D,13864,208019.0
3CC521291A87F1EC4DC8533731805178,14018,207967.0
404EE8ACEABC41E4C95B51E546552A24,11455,207950.0
58A9ED83D9C9C7481B87ED554AEC24C4,15015,207947.0
9435700DB40ABD81B546653C8BA9AA2B,14862,207941.0
311388FEEE44CE52E5583E1091117E0A,14385,207940.0
E32D4FCF0F58010A4F021E3C36D780A6,15402,207920.0
B72920C0AE846F67D1163001571A8CDE,14123,207918.0
B859FC8320491CDC088686A93F50963E,13277,207913.0
BBECC080DD6CD9718B84FE02DD28111C,13238,207910.0
50FBB5F871A26A7DCBBD79473FE3EAC6,14314,207906.0
CC9BFC4D86C7F79B3E319019C5EE7F3A,14936,207898.0
FF0BD3BB5C94BB18473A8AA1CC7F6FBC,15934,207885.0
6D49B29F6D1718B6BEC71F1B9EDD7FF9,15318,207883.0
ABCA79B7B2919AB48A0E1CC1A3892B68,13493,207879.0
5CC7BABC42885C38BB50A88BBBD63C5B,13885,207874.0
BABE5BDE4648ECFD5ED9D1B950533220,10782,207870.0
508B87BBFD97CB3BA4F88BB1B78D4C48,15542,207858.0
4B385CB48C9DD2141A7C20DC54FBBA0F,12136,207849.0
CB8CEA4C8F99D39ACD84EB9DA74F03BD,11352,207846.0
83A9A9A7F77DAEA9908E01E4D1840E19,14941,207823.0
DD95D2C659ACCE99E91A9A88F619BEC8,14082,207812.0
C7297830FEB293174D6B908E7B2C05C6,13333,207810.0
B353F7216C16913462430D82983F3754,13868,207807.0
B7BA3976C213979F1A8F586770FAA284,11228,207797.0
BD2BE1D5CB6AA1603BB4357BC0D390C9,13392,207790.0
E7C49B0A85D992BF1F5659C160B7FD7F,12535,207787.0
7B105B4421F6C00A25FCA71C88FC966C,12861,207776.0
D5A64CB19ACD3F98F8EE91F8117EA5B8,9983,207769.0
4B104E649BC03F8271248EEEB35C0263,10503,207759.0
CA33DACE44DAC41D753BE13B9220C7DE,13350,207754.0
AB295772BED22097DD960A895CEDE667,14606,207752.0
A8FC7832284C3BED9B81704CFFAFD601,17815,207743.0
A1AECB1106ACB25A5BD9D9F6471082A7,15453,207740.0
730613F609E06A76DB2A656E5F8F6FB7,13672,207715.0
5051170256593F7D59D9BD166993844C,11903,207711.0
7DBAAF23121C4838E36F3C937461273C,10500,207708.0
8321B13849E449225B843F65FC7441AF,11879,207700.0
6B2554419140EB49AC7E22A9D884D1F7,12176,207686.0
57EFAEA4B3E206243DD001960D8AAD87,13878,207661.0
D941215A66CBCF3A7D6D318546986B1E,14574,207642.0
2F2C6B917713751E5C30D7B0C6A7A7EE,13705,207589.0
EC240A6DAE0C81C9CAA98649C9CD220B,13135,207587.0
CD04870BCC7E31B793B50395DAB94A67,15673,207578.0
8AE2EBA7A53C1402F9AB0FE38491F4EB,12100,207556.0
15F315B7E52837DF529128B7F5AFB7B4,14526,207553.0
52485B876D5A5B4F57B8950562C7A657,12874,207548.0
963629F58EAB79A747869FC8672AF50E,13155,207542.0
67729E4AC4D46AC951D4EFEF0048CA37,13017,207534.0
ED75D2ABE6241A6712F297BDC8844B36,9327,207517.0
F2514E0470A1C9A4719141CA9F98405F,13325,207515.0
38F5A2BD3621DD0A0A72384644480273,14652,207514.0
623191B48DC87C894B3BB29FAF7D4681,14999,207510.0
B6FD1C9011263F24757D35BE543D02A0,11217,207508.0
E175206241923B30964B93D9177AD95A,14211,207504.0
1E9C589CA00D62A6E9C464FBA99FF585,13373,207494.0
F179EDAA473A54F82EF87898FBC900A1,10615,207482.0
63F8E292185FC3AA80ADBF71514A24E9,14016,207476.0
6B8023AC6B68890438B9B845424E3FE9,14670,207475.0
6F28ECF71E4400A1BBF94EE809238BDC,15059,207469.0
310F4031C60C5B9BF305C9E9E63A2C3D,13496,207469.0
0DF6EC6202B4E655EB0AEE1CCB6B124A,12545,207465.0
1D1882899965EF9BC622F2034DFBDCAF,12012,207455.0
34BDFF5F649216AB5AFB3F03F50417CD,15510,207452.0
3501E4969EB4D9D4B81475090EF047CC,13958,207446.0
F9CCC6AD5509D21BFBEDBE8EBF8CA8B7,14599,207443.0
433FE01DBA21B754449E4D3A42F0542A,16000,207431.0
28E12A0E4005BDCF25B8AE8821E80480,14442,207429.0
1A8A3F5268125B7F1684452ED5BB806D,14133,207426.0
A8BCBF2BC51776307C465349F81A79DD,15075,207412.0
A7E75179B8D4E2647B9A107D06553A78,13185,207408.0
BEF0DD3AD6ED1F2F5E5ADBC4C9A5D1E1,15250,207404.0
F0EDD05BFF3FA4F12681ECFD2D78181E,12134,207401.0
1BE71F90ED6ED014A8699919C4085A7D,11825,207399.0
BEF9022E31C916B753397A703204F20B,14131,207391.0
8D470DE5FF33D546CD369C1803371898,11709,207388.0
B076100E5538F447A47E5D7EED846E05,15101,207380.0
70EFA55C21336A26377957AFB6A6EB26,15593,207351.0
D601FAFF05B1D00239FA169A3DBD2718,15319,207343.0
C57E7EF8BCD62582B484B36364FC790E,13661,207334.0
3AC3AB85F6E59CB391253FA638B854AA,14962,207330.0
164482F3E96F45609955E6C64CD03727,15295,207319.0
9628656D194A0656CA257F4F9875BC3B,14423,207312.0
1BD687D928939BC9A64353DA99719780,14517,207311.0
1903ADA2663AF541DCCE073E40938E05,14396,207303.0
5E23F2651E180DEB00D882695CDB8135,12349,207290.0
7A2F57FB676204CE127853F7B9CF9E84,14881,207289.0
A06D566B3D7C13252A232D1601ABB160,14505,207278.0
CE6A3613930660B3202458C6F041DB6F,13407,207271.0
94DF061ADB84F72D45EC49F6DA017B3B,13972,207266.0
4E578E32AE8490FACF9C1B921C73D885,14898,207241.0
8181D0D9E0E271934D3FAD95A6345B75,13346,207232.0
C872BA0E7CB2F667798D159ED6EF4988,11812,207228.0
2EE5BF3F049A4CC1243D46EF3B41F503,13786,207185.0
EC3BBBE6E16C6E3B56E064D961A178BB,12507,207175.0
4D170F38CBC532164B0C7C87B5D4B46E,14864,207172.0
97D3B614340F70A2C188DA2CE363DCA4,12019,207165.0
6E03B900C49E1C95C81DE247FE4C84F6,10023,207164.0
35EA4FC6DB390C78033E8B681AE1D4F8,14499,207157.0
B9E231A02E3C9820DD56A3600E39ADA7,13980,207150.0
06808F2B069EBFA72B16977B7C4672C4,13907,207130.0
970560F40CBA4E6726BB158C59CC256D,13958,207112.0
46E1AE760E9E1FC1573B878C4FB9062A,13836,207110.0
08257250116FC8B672F7B148D8D023B9,14604,207105.0
2376204E7303F5E67FC464F5BB61C5C6,13044,207085.0
9F3B5F7A9F37581A5B033F4D2050C935,13894,207084.0
91FB7A9AF909FBB98BC3B2599E48EE45,15702,207069.0
647CE6639F320727A49B4308A99C8D89,15335,207065.0
CF8F52D90D15992F1EF4807A53DF877F,13484,207064.0
02B5097C51EBA10438C43AC0F4BC5867,14053,207046.0
0B9A41A076F6767BB2E2EA2A64301959,15441,207041.0
ED53B0CEB84D36565036B36C53AA2DAD,14300,207030.0
60C35619DF472BC34C6D6ACC4C749B9E,16015,207028.0
8A8E948AED019CB9C6CA858BD6FD662C,14897,207026.0
A76443D09F530721A6471CA631EAA81B,16693,207002.0
123707F35B6C29F9154A1980F16DF5EC,13759,206996.0
04C271CE9B4F096FD7EC1E3733C01579,14791,206989.0
CA2AA1C2AE5167FA989A77EC3BE00922,13366,206962.0
132638EC43D212BE635BD20144AA8F33,14145,206959.0
F52E565BDEEAB06EF29AF718A2ED09E4,8481,206941.0
2EAB3EE0426EBF0614A01F2F62203BC3,13083,206941.0
676A1C580EBA09B562AF8ABBBA0A27F7,14882,206934.0
3442ADC816925986C7E107157688BF02,13631,206909.0
02D57565703BFABECFA0F40F9B80FE44,13156,206898.0
CB80D176F6CD9006FFF14E02BAC57373,13693,206896.0
B17DB45BF425E23D49808B352EB3D9F8,14605,206894.0
10DF0FA4E3173365168379FE88357130,12427,206892.0
FB956BEE10D433F8BABB51B5DFC18A93,12308,206887.0
6073505F6C8275CA0261EA195F1CC286,14139,206858.0
B3B9F25F2FA2A7EED90F6FE5B7E3D910,12927,206855.0
9053E062FE9CA0CF5A58F60F93F48B98,13828,206848.0
2D1243423AED6FEF7EEE7E0EE84C22E5,14663,206847.0
AFD2466E58F11165B67855CF3B4B5BE4,15217,206837.0
EF7CA2DC557620DCCF954846607D88F7,14147,206834.0
745B03972773210C90152965866357BB,13856,206817.0
7016853653D25E38DAE4AA242EDC795E,13827,206815.0
C49E9852F88C785A94E8E57705C90B5C,13605,206811.0
FD95D1244FEB954941E16D9669BF649A,14730,206800.0
7B9F761F79EC9316EF4010337C1B7029,14003,206798.0
055E17165EA65CA238F711A39569F35F,15512,206784.0
4AD53A9FD212A8B62399EE223788D9EF,14036,206779.0
2A02CB9A1BE414F65B1A409D98F1CACD,14176,206748.0
EC1B8298ACA0CD0F1127DCF81213AAEF,13881,206736.0
F95F7927A3131C609DB7E1CB8C18807F,14013,206722.0
E8CEADEDAC0B007F9DAE918E1DC5E3FF,14722,206720.0
A2CBF869A5291A06F530C06D0A039945,13997,206709.0
F0BC6D487F643F133948F12958855912,12191,206705.0
D571E5505D611939C87277AA9ACB3AFA,14974,206701.0
2383B59C315CF5F3F2AFC5FFEF98FDB6,12577,206692.0
9B3B154C1C1F71B3DD3D6EDE3912C36A,12363,206677.0
8A6C717B77CFD275DA8F18D396134D40,14446,206659.0
41775ADD627BFCF3C6BD3E5C1A661395,14361,206657.0
CBA5A347BB1107C22444175A81393D41,13541,206650.0
68BBCE52EADB581FE996955BFB475BB8,13567,206648.0
D5005F44F4957AA5A3C6DE9D8340DF1C,15073,206641.0
4A454915B20F934304263CB2F5D69E82,12725,206619.0
D6150A958989D4FBF8EA4D2038547408,13711,206615.0
810BAB64611DEEEE99DE7F9ED5B3E8AB,15383,206598.0
C312F40F6360E91E609BA18141C6568E,14335,206589.0
18E80475A4E491022BC2EF8559DABFD8,13232,206585.0
780019C2251AC1F362F164ED976E8080,14506,206582.0
F6D013C344B019F8DBE0FF12886BCAFA,15037,206577.0
0D527AB4187771DACE75CF790E6448F1,12809,206568.0
5AC6992C1585FD1821B26E4952EF1F46,14021,206546.0
9C894D16965D5746BC05E31C309CA547,16049,206534.0
B8256802A449BEF34E161654BFA8A2B6,12553,206526.0
E4AF136C8DA3FA317911687C4399AB46,14020,206525.0
14DBD94CFB2522FB77F4C316D73645CF,14962,206523.0
8C2224F05A146222EECBD015CC731851,11729,206520.0
0FEC14D7BF64A02ED5CE297655134E91,14022,206513.0
BB73239609D520BBAB248020103AEEC6,13705,206512.0
200A56681C08951F20D67D81893C5829,14941,206508.0
D14543BFE9DE033976EEE760DB8C3321,13944,206499.0
58AD09954EA1C669F8456A9431B4066F,14528,206496.0
B63DE5DB2ACABE39D6D63019972DDB84,14976,206492.0
0CD0D19F2324C8CF8579712463C18CB0,14589,206489.0
B098A5BFEC7DD038EAC7864547B1CE75,11355,206488.0
65F73768D853052B6C07A7762F7119B7,13930,206487.0
A4E590BD8D71D53C7887649EFD8B5532,13906,206480.0
716EC9ABAB6F82141027DA09A290005D,13491,206472.0
A1ED3F18344EA159027244F1C30B364B,13980,206470.0
6E303C6AFA184FF546D5F0E004A6855B,15407,206458.0
11DC93DD66D8A9A3DD9223122CF99EFD,14621,206456.0
4C80D843B8B3CBC4E6C9208B37FC92E9,12154,206441.0
C2CC6974139726D64CBBC5860B0FBB64,14670,206426.0
9AAAA2F956089FE51E971AC4941548CB,12134,206422.0
C22DD510498405D3A8C390EDEA3A13DF,14095,206414.0
3D54C9C03AE7C2FE446F413648C346FF,12537,206410.0
7F9032CC3128F8DFE2536CF6EEA52EC8,14433,206409.0
E386E50F9EEBCEBEE86F38962FF09E56,14795,206387.0
BF0C369F1C7B04024A23D4394D16E0CB,12571,206373.0
38E363E035D227E1C71180AB5FACA820,13690,206365.0
E7C63C1AB5FFB109DF6A036ADC7C98A2,10776,206359.0
511B6B723C79271F051DAD41A5B34454,11963,206350.0
7F1D24639843ECA59F8E8F2F45B8363F,9262,206343.0
C543089B8437A6A078F6BE8F1E6F1F57,12834,206335.0
C371E40192DC945C026CA9539CAC6B74,14423,206328.0
C514D06B4B55C2DEF89D5F781AF20647,14203,206321.0
E76D34F7BB8A88637060D4B756819B38,12772,206319.0
26459783A0C943E1AE9447B40D314633,14532,206316.0
DC40456B7FC15769BB48EC845C2210D4,13850,206315.0
C021754E6E1E3E2486B824011A0FCF20,12972,206302.0
91BBA6A23B648B6242C404AD680DF3AB,12795,206293.0
AE9434F96D2A33A01A340D97176DD7BF,13880,206289.0
33BB4B9DBFD87B7522909FEEB84896F4,14406,206287.0
4D2F9266515F3A14EC4E39911C0CA058,15178,206287.0
6B688116DA86E7343C29829A1E58DFE0,10488,206284.0
F7894C79766616402691925FB1B7CEFD,12521,206278.0
4E7D29EFA70E1D471AEB85F153DE1554,14844,206274.0
B1AA360ED6D097CE201D0D9CCF2E8A38,12394,206271.0
1E437328B89673A8CC528DF4A74636C3,14670,206262.0
6E9C8DD7496E0A661CBA1301E552B4DA,12708,206244.0
096F1B5831E8541B4E0216CEE214F415,11197,206241.0
4CA0195D05D0D58E0CDB362643AB84DF,15366,206238.0
F603D179CACCD05BB9DFED00C077256E,14755,206235.0
DF645342E669D093292A1DEF248355A9,11412,206235.0
5BD98F622A2AA691F0BCBFBB1DE7D1FF,10600,206230.0
C1FDBB1E43B09FFAA76296273FC61479,13972,206223.0
1BEEA74F93CD153F6CAF0601551EFBFC,14112,206188.0
C5140F6132BF157F7148A1FBDA2D47CE,12036,206185.0
D63EA603C7151EE3D9F9975C75CD9132,14661,206185.0
C2C12CA0DA22AF1477110458290ADF8A,13971,206185.0
662DF9A24134EB2B537A727AAD03F626,14276,206177.0
FD3677D466E4C0909725B7C43DC82274,13304,206145.0
B5C4AE88A52BC9ACF155B40591F40D56,12733,206140.0
C7F75BDBBAD1C07EDCD34208CCE57988,13411,206131.0
7BF28AD5D64165E868B86F60946CA5DE,10818,206122.0
86F6DC3CEEE95AA60C65F68E07D5F85B,10220,206118.0
275D763E93CC5D954A095A731CF61F10,13268,206099.0
A2B53A64004799B6FFC7F0FF2785AB73,15648,206092.0
EE1513D432B07F7E0B5E2ED1EF629086,14231,206081.0
D650F681A3477726092199A77237F7FC,12889,206079.0
5522C21CD1532D6F7A285C791341F847,13478,206070.0
2BCE72DAD8994FC649761EB393B357A0,14198,206065.0
F1B4B7A60D02E66D2CEACC6D734485BF,15548,206056.0
A1544A7470D936F7E93B7BAEECBFC7DC,14579,206043.0
A28087F08A19476E7AD1D2580748B4F9,15181,206024.0
4153480ED3A869F2E8C5C5CBEEC261C4,11285,206017.0
F1711701C1CA0E36C3416C01621E781B,13464,206009.0
D5AF01D58DA48FFF46169C232017673F,13783,206004.0
421B45A11D66C0E6FF7D330D035FD498,13590,205985.0
8F0A1E787329C1C08F8F9120EE68E056,13546,205980.0
4FCFB61FE74CFF8AD554DDC4B8EA2E1F,13152,205980.0
1DBF72F3EF01C8F411D2B97E064A5601,13485,205965.0
2A86661808612D9A553B0D4D63745585,11222,205961.0
A8CFEE54A46118E649DA8C119C7FE217,12146,205959.0
247F4F8BBD40395778B157AF889132A3,14764,205956.0
A44E3AAB61400E932DAF086634E19685,15206,205942.0
7D483954AEC96FA1EBF94AC091D9A3D6,11322,205908.0
E6971EAEC45473B6B351470E8FEE2A06,12937,205898.0
6D431EBCC5BCF005EE2C8BDE9E5168C7,13013,205886.0
4235B84E89BCBDF56662F123DF30111B,11247,205882.0
E11C4A44AB43931839290A60442034EA,15350,205881.0
516F18EF88A8704297E767AF08211E88,13991,205878.0
22B404247AADDAF8FBCB5A40DEB8FCF8,13826,205862.0
77E20B11A5C1BC89FD2DF082F2490FF6,15045,205857.0
42B0E8B050555178CEFE9229C21A20EC,15358,205851.0
276FB357FC1D4C03D05AD48A52C1D984,13429,205842.0
AA1E8B1C5ABD6BB487D0424A9A575E61,12915,205834.0
56C97E45C74DB315D90F3C291B452081,13926,205827.0
BD6BEC206DAB447D3D08AA2C3C75A53A,12472,205815.0
D7A7BA0F3EBF2953C37AA457EBCDA941,15106,205808.0
5784EB5F9555E66D9C05D6006C8111CB,13820,205807.0
991D0F2BFE8C0E7EFAD3440E7D5E75AF,9637,205802.0
6F5F715500A8BE420C02B29EBFFD0D9E,15347,205797.0
B0FF72AF4F92B6EC5BDC30873DD23485,15836,205794.0
4BD7987F70B0DF8F94B7C3C6A46F2441,10910,205790.0
83C7926C0EA19E3191EB53658B6C8701,12253,205786.0
1CBF5844E28DCA544CBD7E5E7086919E,14196,205786.0
709DD66730D7384AB0B89FD6CA2D11C3,13332,205771.0
66F5C36965F1B95CA42B5A90244E857B,12960,205764.0
4138664DFDC7A66798F29EEAC8A9A157,13272,205760.0
9DFBCD218E7116F34C044F0680A0FB8A,14611,205753.0
B808406C1A118F1C9D729ED534CF1356,14539,205753.0
AFE81C8DACF7151CBB3B2F4838883A8E,14971,205745.0
25C58A443C9468F703059E929CA15FEF,13944,205732.0
26F9998DA7592B67D5B047830AE43DFC,14178,205729.0
9AC88BB4F00373488FA9A825AAC713B4,12153,205729.0
16E20C604FE5215CE909C9A68538CB07,15561,205727.0
DA0DC127642B1960829EACB80220AB12,15409,205721.0
09D95C058609B6396CD82F7BEAE5367F,14428,205707.0
407581443C525006D22C0EB8819E9EC9,13748,205695.0
09D564D2827B0E2E8654057E0F724283,13574,205694.0
896A1BE0813CB5C39A8DEC48B1B75C42,11601,205689.0
916D52F8D901345162D1180002B6D343,12514,205687.0
397FA09C1274E4EA4FC8B54C65223F84,11322,205686.0
26DD3C2CB30956ABB1DBE3E97CFD9D05,14316,205664.0
E293A2B4C37C176D2CFFEAACC3D806EF,13090,205656.0
9A8A9BB52D429B491DF9CDF1D5E0877A,13377,205612.0
AEB1DE55510AEACE396EEB0DBC6F44EB,13730,205606.0
40374E814C930955E93FA40AFC3F969D,16083,205605.0
59CBF3062ABF18F4524828C02F52F2B8,14166,205597.0
E7CFD07A722740A7ACC8C41B399B6A83,13956,205596.0
D6790E8806CBD71BAF34AA7588A52C40,14859,205591.0
965D2E329FD663C08A94C1FFC216B519,14449,205556.0
4AB50640B882F24FA5390A4D18E45B5F,12356,205554.0
655E773C92FA446353D5C8B7416BE818,13922,205550.0
E74B118B9953930D92C8B3F3B69E9E13,13987,205537.0
2EA4997738E09E791F0BF2A672325117,13173,205529.0
65A97C0F429DFB3A61DE9FE7181183C6,14439,205529.0
5041439129E3BB6CBC7B499C0DDE268F,13572,205524.0
1066295CD099537C913DA66A2DC41F29,15372,205511.0
1B179D1F9AD286BA2F4A51CAF619E75C,14995,205509.0
B92FC7271ECA17B7F1FDA1AD8D8C2D8F,10440,205504.0
15C2BDB751FEEC4CB25376535BB2E515,12761,205483.0
B33E71CD9E8FE1BE3B70FEB6E807DD15,14623,205482.0
8EB9CE00A5AD729095BC542FC5FDB5F4,13199,205472.0
41D7027582BC2B33889DF14F9C7C0C3D,13854,205456.0
4CF1844ACD94BB5936B1774FC8B671C2,14512,205439.0
DB51F659A90E9457DD2A2F4D5A2A3186,13174,205422.0
D35F9FDE65847E5A07EEF38259662C79,14397,205380.0
4F1AE2B4BF68AFC6702FD917C25851EE,13734,205365.0
C02DD89B2A74ABBDA82609C90B910AC4,14559,205345.0
75D99CC82FA605FC92828660BD50AD47,14151,205341.0
D41CC653E39852FD6C92B6CD8C6ABC3B,11966,205340.0
DE365FCF5AF70A789EDFAED7DBA98A6E,12923,205314.0
9194E536C1F14836EDE7363DB295424A,13581,205282.0
81528BB1EF6808390D1347F8AF7BE747,14949,205282.0
0ABD4780D1C5848D7F396A029B348981,13899,205278.0
FB43AD4A3479A18D709F045DEFE0D42F,13065,205277.0
4DFA82FEDDFA1B03A6B5CE50F0C5FABB,12893,205273.0
9D8956B5E783B0C2BC4C4142A00E59AF,15359,205269.0
92B317C5C1397BD5088D98ECE8714FAF,13266,205247.0
96518DA404F3689A26014677D449B531,12159,205234.0
A995B02955F70BC66437F41650BB9898,14585,205227.0
A7C76FF488E0BCCABEABC173FB8FB5DB,13867,205223.0
0A7F5AE428801886F01B3EE59EAAC7C1,13157,205218.0
2D9AC27635BB349AB9F4DBB3A9AC75A3,13771,205182.0
16DBB69DD1C7E67AA1685FFE560D579E,11319,205168.0
A52446234F8546CDFFABFB04563F62F3,15349,205160.0
BFC7B5658240F0BF73C7FBA5B3B5F338,15043,205159.0
1171F2BCE81980A0E5B3C1612FFCF751,14248,205159.0
73680AEF1649E19ED0E3BBD9581F4713,13757,205151.0
FE492381CD1CDD234E12E8817EAAA1FA,14060,205150.0
AF152CC6407D01778EE55A3F52FBA977,12065,205150.0
C6FA4C46560460C05D0D81819484A5FD,13956,205147.0
D7077D27F66FE32FC489B387E44B1E9C,12026,205138.0
4D5A4FB75167CB804D91908710C78A36,14630,205128.0
F476E33AE955F276113772AB44540488,14470,205107.0
2C67FDEE467560DD87A3BA316AE09929,11540,205105.0
FE3F7EC82C0DAB36938E02B4F5068147,12911,205104.0
1E2B0EA4F1A023A4FBAA2ED9EB9213DA,12262,205095.0
6F74F7DF8A618A2002C7AFE6D5726893,12937,205094.0
44D0ED137ADA1F68D07DCAF4D1BC3ABD,14582,205093.0
758FE3823459A49A24051D260415E866,14133,205089.0
CE67E0FA3DF1FBB92598C487F18C3D30,12450,205038.0
BFAAF86C2991535CDCEF7FFC887E77B5,9636,205031.0
127AD2F185C7C86C2C449CAA86E88995,11651,205019.0
36A57C4B8EE3EA9156F84DF7A1AE2791,12775,204988.0
DE97D234E4E67070B6DABFD4E89E947E,14760,204987.0
2560FA3056AA2263090877B7BEB6FA69,14850,204974.0
2D50AE70795346F1CB93940C102CA92E,10979,204944.0
688E08E2B4B3B718068D03D97CE5A165,12907,204942.0
9DB11FA49C0B4C8615035B89D8E25ADF,14923,204941.0
5C44ADDE79BDBA641E0F24473A36B7F1,12840,204938.0
85A6698C77D8F88FA32B2889A3EA833A,13009,204918.0
7A046B5396349BC76F03845BD8818101,13442,204916.0
CDF20CB64BFC1259C0FCADC6B7E40E5A,12919,204914.0
01C3BF069A4CB23CEE0389534DB94E89,14861,204911.0
2A64A92A5EBB284150458DEE4ABEC4A8,11039,204895.0
18BB18E94F160EB37B453555EA9D8629,10977,204892.0
6B312AC7515CAA651B6B4F5251B26FA5,14232,204879.0
B47A396114EDC0E7486451237CECA4C2,14173,204864.0
8E7A10A881DEF75BE6BA7AFF896610FD,13250,204856.0
8C74EAD21858722643A85BEB06551BE7,12647,204855.0
721ADE49C0859DAB80C136D8787582F3,14404,204849.0
CFA1D4C94BA29F526D082A2C077691D1,15546,204839.0
21F896CA6B467E0674E828DD3F90C62A,15044,204839.0
69D21BD8B40640658F9D37024C10EAC9,11656,204814.0
11C762E7363639C5C67E676B02713DF6,14501,204806.0
90B836F8455035F28EE1E9514DFFED21,14072,204784.0
1F50D5BADD3FCE069B55E2CFAE1501BC,13413,204781.0
D740DAC71BFEE9B344EA95FC424EA096,13733,204766.0
6A7817B87FECA1283CA81F567E92EEF7,12290,204757.0
8F9B593AE29F10B40EBEA0BBDEDD249F,14377,204737.0
47FA502B7576D751026A1A768A8FC43F,14295,204686.0
10B027B6D932249A15BA7D9BFF6C0DE0,12619,204685.0
A627D3ADD4A418B3E05DA645D5A90CE2,12344,204675.0
590EC5BDDA830C4F59EA63B0DC503E24,14503,204671.0
F4AB6FC510601202B1AFC632CCF3F589,13758,204645.0
003D87DB553C6F00F774C8575BC8444A,14572,204640.0
